Date,Open,High,Low,Close,Adj Close,Volume
2020-12-10,32.000000,49.000000,31.049999,36.400002,36.400002,878400
2020-12-11,40.009998,46.500000,36.500000,38.480000,38.480000,537000
2020-12-14,43.990002,65.000000,43.980000,59.799999,59.799999,703700
2020-12-15,63.900002,93.400002,63.099998,81.500000,81.500000,770300
2020-12-16,95.010002,147.000000,95.000000,139.009995,139.009995,800900
2020-12-17,180.899994,199.899994,81.000000,93.000000,93.000000,1216500
2020-12-18,94.504997,95.750000,60.450001,69.070000,69.070000,683900
2020-12-21,64.070000,87.500000,64.070000,84.480003,84.480003,338000
2020-12-22,88.000000,98.099998,87.500000,92.800003,92.800003,218100
2020-12-23,92.510002,93.000000,79.000000,83.000000,83.000000,196500
2020-12-24,83.000000,84.400002,70.309998,73.000000,73.000000,183800
2020-12-28,86.400002,86.400002,73.019997,73.989998,73.989998,222800
2020-12-29,75.000000,75.000000,61.000000,68.000000,68.000000,278700
2020-12-30,74.500000,74.500000,62.279999,64.000000,64.000000,223800
2020-12-31,62.009998,63.000000,55.000000,60.389999,60.389999,309800
2021-01-04,65.129997,67.800003,51.099998,52.599998,52.599998,324400
2021-01-05,52.500000,52.660000,40.099998,45.049999,45.049999,573400
2021-01-06,46.759998,64.440002,46.700001,57.430000,57.430000,457000
2021-01-07,64.500000,71.879997,59.099998,66.775002,66.775002,409700
2021-01-08,71.800003,77.750000,67.019997,77.300003,77.300003,335900
2021-01-11,64.500000,72.820000,57.730000,67.199997,67.199997,245200
2021-01-12,68.459999,69.080002,65.029999,68.000000,68.000000,109400
2021-01-13,68.000000,73.500000,62.049999,65.300003,65.300003,131600
2021-01-14,68.470001,71.500000,64.110001,64.150002,64.150002,164800
2021-01-15,63.790001,63.790001,58.189999,60.250000,60.250000,153600
2021-01-19,62.500000,65.000000,60.150002,60.549999,60.549999,84900
2021-01-20,62.000000,62.000000,54.500000,57.950001,57.950001,130700
2021-01-21,53.000000,54.990002,50.099998,50.599998,50.599998,166200
2021-01-22,52.900002,55.000000,50.020000,53.000000,53.000000,104300
2021-01-25,54.500000,54.799999,50.000000,50.000000,50.000000,106300
2021-01-26,51.900002,51.900002,47.299999,48.000000,48.000000,79600
2021-01-27,47.000000,49.000000,44.490002,45.820000,45.820000,90200
2021-01-28,45.299999,53.000000,45.299999,51.099998,51.099998,65500
2021-01-29,59.900002,60.000000,52.000000,55.000000,55.000000,98300
2021-02-01,54.500000,57.500000,51.020000,52.750000,52.750000,63500
2021-02-02,55.000000,65.000000,53.009998,61.599998,61.599998,168500
2021-02-03,64.000000,68.000000,61.599998,65.599998,65.599998,143100
2021-02-04,68.000000,68.400002,62.000000,63.900002,63.900002,79000
2021-02-05,67.000000,68.000000,63.900002,64.650002,64.650002,54000
2021-02-08,70.040001,73.985001,66.900002,70.699997,70.699997,167900
2021-02-09,73.989998,76.489998,71.250000,73.510002,73.510002,192200
2021-02-10,74.000000,75.750000,62.099998,71.010002,71.010002,111700
2021-02-11,74.800003,76.400002,72.000000,75.000000,75.000000,86600
2021-02-12,76.989998,77.000000,72.000000,74.120003,74.120003,63100
2021-02-16,79.000000,82.000000,76.070000,78.150002,78.150002,106100
2021-02-17,83.000000,104.260002,81.000000,100.500000,100.500000,252500
2021-02-18,101.900002,127.989998,100.900002,118.400002,118.400002,330000
2021-02-19,121.000000,144.250000,120.000000,136.000000,136.000000,382800
2021-02-22,125.010002,144.009995,110.129997,135.899994,135.899994,290500
2021-02-23,117.980003,118.000000,87.010002,109.000000,109.000000,338100
2021-02-24,119.750000,129.000000,116.199997,120.239998,120.239998,177000
2021-02-25,130.000000,133.750000,110.120003,117.434998,117.434998,124700
2021-02-26,112.000000,115.800003,95.099998,98.099998,98.099998,235700
2021-03-01,108.000000,117.500000,99.000000,104.000000,104.000000,141300
2021-03-02,104.250000,105.699997,98.000000,98.529999,98.529999,67200
2021-03-03,101.949997,106.220001,88.000000,89.000000,89.000000,148300
2021-03-04,86.510002,88.750000,71.250000,79.000000,79.000000,223600
2021-03-05,80.010002,88.830002,67.750000,84.750000,84.750000,129500
